id,datetime,currency,event,impact,actual,actual_unit,forecast,forecast_unit,previous,previous_unit,previous_revised
117982,2021-01-22 14:45:00+00:00,USD,Flash Services PMI,Low Impact Expected,57.5,unit_none,53.3,unit_none,54.8,unit_none,True
118401,2021-01-22 15:00:00+00:00,USD,Existing Home Sales,Low Impact Expected,6.76,unit_million,6.55,unit_million,6.71,unit_million,True
118645,2021-01-22 15:30:00+00:00,USD,Natural Gas Storage,Low Impact Expected,-187.0,unit_billion,-162.0,unit_billion,-134.0,unit_billion,False
118701,2021-01-22 16:00:00+00:00,USD,Crude Oil Inventories,Low Impact Expected,4.4,unit_million,-1.2,unit_million,-3.2,unit_million,False
118413,2021-01-26 14:00:00+00:00,USD,HPI m/m,Low Impact Expected,1.0,unit_percentage,0.9,unit_percentage,1.5,unit_percentage,False
118453,2021-01-26 14:00:00+00:00,USD,S&P/CS Composite-20 HPI y/y,Low Impact Expected,9.1,unit_percentage,8.8,unit_percentage,8.0,unit_percentage,True
117568,2021-01-26 14:59:00+00:00,USD,Richmond Manufacturing Index,Low Impact Expected,14.0,unit_none,18.0,unit_none,19.0,unit_none,False
117515,2021-01-26 15:00:00+00:00,USD,CB Consumer Confidence,Medium Impact Expected,89.3,unit_none,88.9,unit_none,87.1,unit_none,True
118224,2021-01-27 13:30:00+00:00,USD,Core Durable Goods Orders m/m,Low Impact Expected,0.7,unit_percentage,0.5,unit_percentage,0.4,unit_percentage,False
118225,2021-01-27 13:30:00+00:00,USD,Durable Goods Orders m/m,Low Impact Expected,0.2,unit_percentage,1.0,unit_percentage,1.0,unit_percentage,True
118704,2021-01-27 15:30:00+00:00,USD,Crude Oil Inventories,Low Impact Expected,-9.9,unit_million,1.6,unit_million,4.4,unit_million,False
118042,2021-01-27 19:00:00+00:00,USD,FOMC Statement,High Impact Expected,,,,,,,
118041,2021-01-27 19:00:00+00:00,USD,Federal Funds Rate,Medium Impact Expected,0.25,unit_percentage,0.25,unit_percentage,0.25,unit_percentage,False
118043,2021-01-27 19:30:00+00:00,USD,FOMC Press Conference,High Impact Expected,,,,,,,
118180,2021-01-28 13:30:00+00:00,USD,Advance GDP q/q,High Impact Expected,4.0,unit_percentage,4.2,unit_percentage,33.4,unit_percentage,True
118293,2021-01-28 13:30:00+00:00,USD,Goods Trade Balance,Low Impact Expected,-82.5,unit_billion,-83.4,unit_billion,-85.5,unit_billion,True
118353,2021-01-28 13:30:00+00:00,USD,Prelim Wholesale Inventories m/m,Low Impact Expected,0.1,unit_percentage,0.5,unit_percentage,0.0,unit_percentage,True
117427,2021-01-28 13:30:00+00:00,USD,Unemployment Claims,Medium Impact Expected,847.0,unit_thousand,880.0,unit_thousand,914.0,unit_thousand,True
118181,2021-01-28 13:32:00+00:00,USD,Advance GDP Price Index q/q,Medium Impact Expected,2.0,unit_percentage,2.2,unit_percentage,3.5,unit_percentage,True
118200,2021-01-28 15:00:00+00:00,USD,CB Leading Index m/m,Medium Impact Expected,0.3,unit_percentage,0.3,unit_percentage,0.7,unit_percentage,True
118429,2021-01-28 15:00:00+00:00,USD,New Home Sales,Low Impact Expected,842.0,unit_thousand,860.0,unit_thousand,829.0,unit_thousand,True
118646,2021-01-28 15:30:00+00:00,USD,Natural Gas Storage,Low Impact Expected,-128.0,unit_billion,-140.0,unit_billion,-187.0,unit_billion,False
118465,2021-01-29 13:30:00+00:00,USD,Core PCE Price Index m/m,Low Impact Expected,0.3,unit_percentage,0.1,unit_percentage,0.0,unit_percentage,False
118501,2021-01-29 13:30:00+00:00,USD,Employment Cost Index q/q,Low Impact Expected,0.7,unit_percentage,0.5,unit_percentage,0.5,unit_percentage,False
118329,2021-01-29 13:30:00+00:00,USD,Personal Income m/m,Low Impact Expected,0.6,unit_percentage,0.1,unit_percentage,-1.3,unit_percentage,True
118330,2021-01-29 13:30:00+00:00,USD,Personal Spending m/m,Low Impact Expected,-0.2,unit_percentage,-0.4,unit_percentage,-0.7,unit_percentage,True
117543,2021-01-29 14:45:00+00:00,USD,Chicago PMI,Low Impact Expected,63.8,unit_none,58.4,unit_none,59.5,unit_none,False
118441,2021-01-29 15:00:00+00:00,USD,Pending Home Sales m/m,Low Impact Expected,-0.3,unit_percentage,-0.5,unit_percentage,-2.5,unit_percentage,True
118114,2021-01-29 15:00:00+00:00,USD,Revised UoM Consumer Sentiment,Low Impact Expected,79.0,unit_none,79.2,unit_none,79.2,unit_none,False
118115,2021-01-29 15:00:00+00:00,USD,Revised UoM Inflation Expectations,Low Impact Expected,3.0,unit_percentage,,,3.0,unit_percentage,False
117557,2021-02-01 14:45:00+00:00,USD,Final Manufacturing PMI,Low Impact Expected,59.2,unit_none,59.1,unit_none,59.1,unit_none,False
117294,2021-02-01 15:00:00+00:00,USD,Construction Spending m/m,Low Impact Expected,1.0,unit_percentage,0.8,unit_percentage,1.1,unit_percentage,True
117307,2021-02-01 15:00:00+00:00,USD,ISM Manufacturing PMI,High Impact Expected,58.7,unit_none,60.0,unit_none,60.7,unit_none,False
117308,2021-02-01 15:00:00+00:00,USD,ISM Manufacturing Prices,Low Impact Expected,82.1,unit_none,72.0,unit_none,77.6,unit_none,False
121565,2021-02-01 19:00:00+00:00,USD,FOMC Member Bostic Speaks,Low Impact Expected,,,,,,,
117527,2021-02-01 19:00:00+00:00,USD,Loan Officer Survey,Low Impact Expected,,,,,,,
117401,2021-02-02 00:00:00+00:00,USD,Wards Total Vehicle Sales,Low Impact Expected,16.6,unit_million,16.1,unit_million,16.3,unit_million,False
118101,2021-02-02 15:00:00+00:00,USD,RCM/TIPP Economic Optimism,Low Impact Expected,51.9,unit_none,51.0,unit_none,50.1,unit_none,False
117489,2021-02-03 13:15:00+00:00,USD,ADP Non-Farm Employment Change,Medium Impact Expected,174.0,unit_thousand,48.0,unit_thousand,-78.0,unit_thousand,True
121549,2021-02-03 14:45:00+00:00,USD,Final Services PMI,Low Impact Expected,58.3,unit_none,57.4,unit_none,57.5,unit_none,False
117532,2021-02-03 15:00:00+00:00,USD,ISM Services PMI,Medium Impact Expected,58.7,unit_none,56.7,unit_none,57.2,unit_none,False
118707,2021-02-03 15:30:00+00:00,USD,Crude Oil Inventories,Medium Impact Expected,-1.0,unit_million,-0.6,unit_million,-9.9,unit_million,False
121567,2021-02-03 22:00:00+00:00,USD,FOMC Member Evans Speaks,Low Impact Expected,,,,,,,
117413,2021-02-04 12:30:00+00:00,USD,Challenger Job Cuts y/y,Low Impact Expected,17.4,unit_percentage,,,134.5,unit_percentage,False
118517,2021-02-04 13:30:00+00:00,USD,Prelim Nonfarm Productivity q/q,Low Impact Expected,-4.8,unit_percentage,-2.9,unit_percentage,4.6,unit_percentage,True
118518,2021-02-04 13:30:00+00:00,USD,Prelim Unit Labor Costs q/q,Low Impact Expected,6.8,unit_percentage,4.1,unit_percentage,-6.6,unit_percentage,True
117428,2021-02-04 13:30:00+00:00,USD,Unemployment Claims,Medium Impact Expected,779.0,unit_thousand,828.0,unit_thousand,812.0,unit_thousand,True
118253,2021-02-04 15:00:00+00:00,USD,Factory Orders m/m,Low Impact Expected,1.1,unit_percentage,0.7,unit_percentage,1.3,unit_percentage,True
118647,2021-02-04 15:30:00+00:00,USD,Natural Gas Storage,Low Impact Expected,-192.0,unit_billion,-194.0,unit_billion,-128.0,unit_billion,False
121568,2021-02-04 19:00:00+00:00,USD,FOMC Member Daly Speaks,Low Impact Expected,,,,,,,
117379,2021-02-05 13:30:00+00:00,USD,Average Hourly Earnings m/m,High Impact Expected,0.2,unit_percentage,0.3,unit_percentage,1.0,unit_percentage,True
117365,2021-02-05 13:30:00+00:00,USD,Non-Farm Employment Change,High Impact Expected,49.0,unit_thousand,85.0,unit_thousand,-227.0,unit_thousand,True
117477,2021-02-05 13:30:00+00:00,USD,Trade Balance,Low Impact Expected,-66.6,unit_billion,-66.0,unit_billion,-69.0,unit_billion,True
117378,2021-02-05 13:30:00+00:00,USD,Unemployment Rate,High Impact Expected,6.3,unit_percentage,6.7,unit_percentage,6.7,unit_percentage,False
118213,2021-02-05 20:00:00+00:00,USD,Consumer Credit m/m,Low Impact Expected,9.7,unit_billion,12.1,unit_billion,13.9,unit_billion,True
118018,2021-02-09 11:00:00+00:00,USD,NFIB Small Business Index,Low Impact Expected,95.0,unit_none,96.6,unit_none,95.9,unit_none,False
118161,2021-02-09 15:00:00+00:00,USD,JOLTS Job Openings,Low Impact Expected,6.65,unit_million,6.42,unit_million,6.57,unit_million,True
117493,2021-02-10 13:30:00+00:00,USD,CPI m/m,High Impact Expected,0.3,unit_percentage,0.3,unit_percentage,0.4,unit_percentage,False
128639,2021-02-10 13:30:00+00:00,USD,CPI y/y,High Impact Expected,1.4,unit_percentage,1.4,unit_percentage,1.4,unit_percentage,False
117494,2021-02-10 13:30:00+00:00,USD,Core CPI m/m,Medium Impact Expected,0.0,unit_percentage,0.2,unit_percentage,0.1,unit_percentage,False
118281,2021-02-10 15:00:00+00:00,USD,Final Wholesale Inventories m/m,Low Impact Expected,0.3,unit_percentage,0.1,unit_percentage,0.1,unit_percentage,False
118710,2021-02-10 15:30:00+00:00,USD,Crude Oil Inventories,Medium Impact Expected,-6.6,unit_million,-0.9,unit_million,-1.0,unit_million,False
117704,2021-02-10 18:01:00+00:00,USD,10-y Bond Auction,Low Impact Expected,,unit_none,,,,unit_none,False
121580,2021-02-10 19:00:00+00:00,USD,Fed Chair Powell Speaks,High Impact Expected,,,,,,,
118087,2021-02-10 19:00:00+00:00,USD,Federal Budget Balance,Low Impact Expected,-162.8,unit_billion,-152.4,unit_billion,-143.6,unit_billion,False
117429,2021-02-11 13:30:00+00:00,USD,Unemployment Claims,Medium Impact Expected,793.0,unit_thousand,755.0,unit_thousand,812.0,unit_thousand,True
118425,2021-02-11 15:00:00+00:00,USD,Mortgage Delinquencies,Low Impact Expected,6.73,unit_percentage,,,7.65,unit_percentage,False
118650,2021-02-11 15:30:00+00:00,USD,Natural Gas Storage,Low Impact Expected,-171.0,unit_billion,-180.0,unit_billion,-192.0,unit_billion,False
117716,2021-02-11 18:01:00+00:00,USD,30-y Bond Auction,Low Impact Expected,,unit_none,,,,unit_none,False
118116,2021-02-12 15:00:00+00:00,USD,Prelim UoM Consumer Sentiment,Low Impact Expected,76.2,unit_none,80.8,unit_none,79.0,unit_none,True
118117,2021-02-12 15:00:00+00:00,USD,Prelim UoM Inflation Expectations,Low Impact Expected,3.3,unit_percentage,,,3.0,unit_percentage,False
117283,2021-02-15 00:00:00+00:00,USD,Bank Holiday,Non-Economic,,,,,,,
117970,2021-02-16 13:30:00+00:00,USD,Empire State Manufacturing Index,Low Impact Expected,12.1,unit_none,6.2,unit_none,3.5,unit_none,False
121590,2021-02-16 16:10:00+00:00,USD,FOMC Member Bowman Speaks,Low Impact Expected,,,,,,,
121584,2021-02-16 20:00:00+00:00,USD,FOMC Member Daly Speaks,Low Impact Expected,,,,,,,
118366,2021-02-16 21:00:00+00:00,USD,TIC Long-Term Purchases,Low Impact Expected,121.0,unit_billion,103.5,unit_billion,149.2,unit_billion,False
118480,2021-02-17 13:30:00+00:00,USD,Core PPI m/m,Low Impact Expected,1.2,unit_percentage,0.2,unit_percentage,0.1,unit_percentage,False
117583,2021-02-17 13:30:00+00:00,USD,Core Retail Sales m/m,High Impact Expected,5.9,unit_percentage,1.1,unit_percentage,-1.8,unit_percentage,True
118479,2021-02-17 13:30:00+00:00,USD,PPI m/m,Low Impact Expected,1.3,unit_percentage,0.4,unit_percentage,0.3,unit_percentage,False
117582,2021-02-17 13:30:00+00:00,USD,Retail Sales m/m,High Impact Expected,5.3,unit_percentage,1.1,unit_percentage,-1.0,unit_percentage,True
121591,2021-02-17 14:00:00+00:00,USD,FOMC Member Barkin Speaks,Low Impact Expected,,,,,,,
118307,2021-02-17 14:15:00+00:00,USD,Capacity Utilization Rate,Low Impact Expected,75.6,unit_percentage,74.9,unit_percentage,74.9,unit_percentage,True
118308,2021-02-17 14:15:00+00:00,USD,Industrial Production m/m,Low Impact Expected,0.9,unit_percentage,0.4,unit_percentage,1.3,unit_percentage,True
118189,2021-02-17 15:00:00+00:00,USD,Business Inventories m/m,Low Impact Expected,0.6,unit_percentage,0.5,unit_percentage,0.5,unit_percentage,False
118006,2021-02-17 15:00:00+00:00,USD,NAHB Housing Market Index,Low Impact Expected,84.0,unit_none,83.0,unit_none,83.0,unit_none,False
118077,2021-02-17 19:00:00+00:00,USD,FOMC Meeting Minutes,Medium Impact Expected,,,,,,,
121583,2021-02-18 13:00:00+00:00,USD,FOMC Member Brainard Speaks,Low Impact Expected,,,,,,,
118030,2021-02-18 13:29:00+00:00,USD,Philly Fed Manufacturing Index,Medium Impact Expected,23.1,unit_none,20.3,unit_none,26.5,unit_none,False
118379,2021-02-18 13:30:00+00:00,USD,Building Permits,Low Impact Expected,1.88,unit_million,1.67,unit_million,1.7,unit_million,True
118380,2021-02-18 13:30:00+00:00,USD,Housing Starts,Low Impact Expected,1.58,unit_million,1.66,unit_million,1.68,unit_million,True
118506,2021-02-18 13:30:00+00:00,USD,Import Prices m/m,Low Impact Expected,1.4,unit_percentage,1.0,unit_percentage,1.0,unit_percentage,True
117430,2021-02-18 13:30:00+00:00,USD,Unemployment Claims,Low Impact Expected,861.0,unit_thousand,775.0,unit_thousand,848.0,unit_thousand,True
118649,2021-02-18 15:30:00+00:00,USD,Natural Gas Storage,Low Impact Expected,-237.0,unit_billion,-250.0,unit_billion,-171.0,unit_billion,False
118713,2021-02-18 16:00:00+00:00,USD,Crude Oil Inventories,Medium Impact Expected,-7.3,unit_million,-2.1,unit_million,-6.6,unit_million,False
121592,2021-02-19 13:00:00+00:00,USD,FOMC Member Barkin Speaks,Low Impact Expected,,,,,,,
117983,2021-02-19 14:45:00+00:00,USD,Flash Manufacturing PMI,Medium Impact Expected,58.5,unit_none,58.4,unit_none,59.2,unit_none,True
117984,2021-02-19 14:45:00+00:00,USD,Flash Services PMI,Low Impact Expected,58.9,unit_none,57.9,unit_none,58.3,unit_none,True
118402,2021-02-19 15:00:00+00:00,USD,Existing Home Sales,Low Impact Expected,6.69,unit_million,6.59,unit_million,6.65,unit_million,True
118084,2021-02-19 16:00:00+00:00,USD,Fed Monetary Policy Report,Low Impact Expected,,,,,,,
118201,2021-02-22 15:00:00+00:00,USD,CB Leading Index m/m,Low Impact Expected,0.5,unit_percentage,0.4,unit_percentage,0.4,unit_percentage,True
121606,2021-02-22 20:30:00+00:00,USD,FOMC Member Bowman Speaks,Low Impact Expected,,,,,,,
118414,2021-02-23 14:00:00+00:00,USD,HPI m/m,Low Impact Expected,1.1,unit_percentage,1.0,unit_percentage,1.0,unit_percentage,False
118454,2021-02-23 14:00:00+00:00,USD,S&P/CS Composite-20 HPI y/y,Low Impact Expected,10.1,unit_percentage,9.9,unit_percentage,9.2,unit_percentage,True
117569,2021-02-23 14:59:00+00:00,USD,Richmond Manufacturing Index,Low Impact Expected,14.0,unit_none,16.0,unit_none,14.0,unit_none,False
117516,2021-02-23 15:00:00+00:00,USD,CB Consumer Confidence,Medium Impact Expected,91.3,unit_none,90.2,unit_none,88.9,unit_none,True
121596,2021-02-23 15:00:00+00:00,USD,Fed Chair Powell Testifies,High Impact Expected,,,,,,,
121603,2021-02-24 15:00:00+00:00,USD,Fed Chair Powell Testifies,High Impact Expected,,,,,,,
118430,2021-02-24 15:00:00+00:00,USD,New Home Sales,Low Impact Expected,923.0,unit_thousand,853.0,unit_thousand,885.0,unit_thousand,True
118716,2021-02-24 15:30:00+00:00,USD,Crude Oil Inventories,Medium Impact Expected,1.3,unit_million,-6.5,unit_million,-7.3,unit_million,False
121608,2021-02-24 15:30:00+00:00,USD,FOMC Member Brainard Speaks,Low Impact Expected,,,,,,,
121609,2021-02-24 18:00:00+00:00,USD,FOMC Member Clarida Speaks,Low Impact Expected,,,,,,,
121611,2021-02-24 21:00:00+00:00,USD,FOMC Member Clarida Speaks,Low Impact Expected,,,,,,,
118226,2021-02-25 13:30:00+00:00,USD,Core Durable Goods Orders m/m,Low Impact Expected,1.4,unit_percentage,0.6,unit_percentage,1.1,unit_percentage,True
118227,2021-02-25 13:30:00+00:00,USD,Durable Goods Orders m/m,Low Impact Expected,3.4,unit_percentage,0.9,unit_percentage,0.5,unit_percentage,True
121599,2021-02-25 13:30:00+00:00,USD,FOMC Member Bostic Speaks,Low Impact Expected,,,,,,,
118273,2021-02-25 13:30:00+00:00,USD,Prelim GDP Price Index q/q,Low Impact Expected,2.1,unit_percentage,2.0,unit_percentage,2.0,unit_percentage,False
118272,2021-02-25 13:30:00+00:00,USD,Prelim GDP q/q,Medium Impact Expected,4.1,unit_percentage,4.2,unit_percentage,4.0,unit_percentage,False
117431,2021-02-25 13:30:00+00:00,USD,Unemployment Claims,Low Impact Expected,730.0,unit_thousand,828.0,unit_thousand,841.0,unit_thousand,True
118442,2021-02-25 15:00:00+00:00,USD,Pending Home Sales m/m,Low Impact Expected,-2.8,unit_percentage,0.2,unit_percentage,0.5,unit_percentage,True
118648,2021-02-25 15:30:00+00:00,USD,Natural Gas Storage,Low Impact Expected,-338.0,unit_billion,-323.0,unit_billion,-237.0,unit_billion,False
121610,2021-02-25 16:10:00+00:00,USD,FOMC Member Quarles Speaks,Low Impact Expected,,,,,,,
121600,2021-02-25 17:00:00+00:00,USD,FOMC Member Bostic Speaks,Low Impact Expected,,,,,,,
118466,2021-02-26 13:30:00+00:00,USD,Core PCE Price Index m/m,Low Impact Expected,0.3,unit_percentage,0.1,unit_percentage,0.3,unit_percentage,False
118294,2021-02-26 13:30:00+00:00,USD,Goods Trade Balance,Low Impact Expected,-83.7,unit_billion,-83.0,unit_billion,-83.2,unit_billion,True
118331,2021-02-26 13:30:00+00:00,USD,Personal Income m/m,Low Impact Expected,10.0,unit_percentage,9.4,unit_percentage,0.6,unit_percentage,False
118332,2021-02-26 13:30:00+00:00,USD,Personal Spending m/m,Low Impact Expected,2.4,unit_percentage,2.6,unit_percentage,-0.4,unit_percentage,True
118354,2021-02-26 13:30:00+00:00,USD,Prelim Wholesale Inventories m/m,Low Impact Expected,1.3,unit_percentage,0.3,unit_percentage,0.3,unit_percentage,True
117544,2021-02-26 14:45:00+00:00,USD,Chicago PMI,Medium Impact Expected,59.5,unit_none,61.0,unit_none,63.8,unit_none,False
118118,2021-02-26 15:00:00+00:00,USD,Revised UoM Consumer Sentiment,Low Impact Expected,76.8,unit_none,76.5,unit_none,76.2,unit_none,False
118119,2021-02-26 15:00:00+00:00,USD,Revised UoM Inflation Expectations,Low Impact Expected,3.3,unit_percentage,,,3.3,unit_percentage,False
121614,2021-03-01 14:00:00+00:00,USD,FOMC Member Williams Speaks,Low Impact Expected,,,,,,,
121622,2021-03-01 14:05:00+00:00,USD,FOMC Member Brainard Speaks,Low Impact Expected,,,,,,,
