time,GBPUSD open,GBPUSD high,GBPUSD low,GBPUSD close,datetime
04.01.2021 04:00:00.000,1.36954,1.36981,1.36756,1.36806,2021-04-01 04:00:00+00:00
04.01.2021 05:00:00.000,1.36812,1.36859,1.36678,1.3683,2021-04-01 05:00:00+00:00
04.01.2021 06:00:00.000,1.3683,1.36865,1.36733,1.3685,2021-04-01 06:00:00+00:00
04.01.2021 07:00:00.000,1.36849,1.37029,1.36792,1.36871,2021-04-01 07:00:00+00:00
04.01.2021 08:00:00.000,1.36873,1.36956,1.36715,1.36905,2021-04-01 08:00:00+00:00
04.01.2021 09:00:00.000,1.36903,1.36966,1.36642,1.36726,2021-04-01 09:00:00+00:00
04.01.2021 10:00:00.000,1.36724,1.36963,1.36705,1.36923,2021-04-01 10:00:00+00:00
04.01.2021 11:00:00.000,1.36923,1.37039,1.36645,1.36697,2021-04-01 11:00:00+00:00
04.01.2021 12:00:00.000,1.36696,1.36702,1.36454,1.36537,2021-04-01 12:00:00+00:00
04.01.2021 13:00:00.000,1.36539,1.36565,1.36134,1.36257,2021-04-01 13:00:00+00:00
04.01.2021 14:00:00.000,1.36256,1.36317,1.36018,1.36075,2021-04-01 14:00:00+00:00
04.01.2021 15:00:00.000,1.36076,1.36078,1.35612,1.35778,2021-04-01 15:00:00+00:00
04.01.2021 16:00:00.000,1.35774,1.35955,1.35492,1.35499,2021-04-01 16:00:00+00:00
04.01.2021 17:00:00.000,1.35499,1.35711,1.35412,1.35659,2021-04-01 17:00:00+00:00
04.01.2021 18:00:00.000,1.35657,1.35687,1.35513,1.35627,2021-04-01 18:00:00+00:00
04.01.2021 19:00:00.000,1.35629,1.35675,1.35516,1.3566,2021-04-01 19:00:00+00:00
04.01.2021 20:00:00.000,1.3566,1.35678,1.35511,1.35677,2021-04-01 20:00:00+00:00
04.01.2021 21:00:00.000,1.35676,1.35786,1.3554,1.35664,2021-04-01 21:00:00+00:00
04.01.2021 22:00:00.000,1.35663,1.35764,1.35663,1.35738,2021-04-01 22:00:00+00:00
04.01.2021 23:00:00.000,1.35738,1.35782,1.35629,1.35705,2021-04-01 23:00:00+00:00
05.01.2021 00:00:00.000,1.35708,1.3577,1.35612,1.35707,2021-05-01 00:00:00+00:00
05.01.2021 01:00:00.000,1.35704,1.35782,1.35675,1.35695,2021-05-01 01:00:00+00:00
05.01.2021 02:00:00.000,1.35695,1.35886,1.35671,1.35854,2021-05-01 02:00:00+00:00
05.01.2021 03:00:00.000,1.3586,1.35956,1.35782,1.35851,2021-05-01 03:00:00+00:00
05.01.2021 04:00:00.000,1.35852,1.35895,1.35802,1.35866,2021-05-01 04:00:00+00:00
05.01.2021 05:00:00.000,1.35865,1.36024,1.35865,1.35969,2021-05-01 05:00:00+00:00
05.01.2021 06:00:00.000,1.35973,1.3612,1.35897,1.36059,2021-05-01 06:00:00+00:00
05.01.2021 07:00:00.000,1.36066,1.36087,1.35603,1.35689,2021-05-01 07:00:00+00:00
05.01.2021 08:00:00.000,1.35689,1.35937,1.3554,1.35594,2021-05-01 08:00:00+00:00
05.01.2021 09:00:00.000,1.35594,1.35892,1.3556,1.35725,2021-05-01 09:00:00+00:00
05.01.2021 10:00:00.000,1.35723,1.35937,1.35702,1.35851,2021-05-01 10:00:00+00:00
05.01.2021 11:00:00.000,1.35853,1.36073,1.35823,1.35901,2021-05-01 11:00:00+00:00
05.01.2021 12:00:00.000,1.35901,1.35929,1.35689,1.3584,2021-05-01 12:00:00+00:00
05.01.2021 13:00:00.000,1.35834,1.35931,1.3559,1.35668,2021-05-01 13:00:00+00:00
05.01.2021 14:00:00.000,1.35669,1.36016,1.35632,1.35991,2021-05-01 14:00:00+00:00
05.01.2021 15:00:00.000,1.35988,1.36038,1.3572,1.3593,2021-05-01 15:00:00+00:00
05.01.2021 16:00:00.000,1.3593,1.36237,1.35926,1.36175,2021-05-01 16:00:00+00:00
05.01.2021 17:00:00.000,1.36176,1.36417,1.36176,1.36325,2021-05-01 17:00:00+00:00
05.01.2021 18:00:00.000,1.36328,1.36336,1.36133,1.36274,2021-05-01 18:00:00+00:00
05.01.2021 19:00:00.000,1.36276,1.36346,1.36225,1.3629,2021-05-01 19:00:00+00:00
05.01.2021 20:00:00.000,1.36287,1.36342,1.36226,1.36255,2021-05-01 20:00:00+00:00
05.01.2021 21:00:00.000,1.36254,1.36277,1.36188,1.36259,2021-05-01 21:00:00+00:00
05.01.2021 22:00:00.000,1.36256,1.36256,1.36176,1.36194,2021-05-01 22:00:00+00:00
05.01.2021 23:00:00.000,1.36194,1.36286,1.36172,1.36268,2021-05-01 23:00:00+00:00
06.01.2021 00:00:00.000,1.36269,1.36465,1.36239,1.36334,2021-06-01 00:00:00+00:00
06.01.2021 01:00:00.000,1.36336,1.36385,1.35989,1.3606,2021-06-01 01:00:00+00:00
06.01.2021 02:00:00.000,1.3606,1.36101,1.35913,1.35949,2021-06-01 02:00:00+00:00
06.01.2021 03:00:00.000,1.35949,1.36106,1.35925,1.36005,2021-06-01 03:00:00+00:00
06.01.2021 04:00:00.000,1.36006,1.36201,1.35994,1.36088,2021-06-01 04:00:00+00:00
06.01.2021 05:00:00.000,1.36088,1.36204,1.36069,1.36153,2021-06-01 05:00:00+00:00
06.01.2021 06:00:00.000,1.36156,1.36313,1.36091,1.36293,2021-06-01 06:00:00+00:00
06.01.2021 07:00:00.000,1.36292,1.36598,1.36278,1.36578,2021-06-01 07:00:00+00:00
06.01.2021 08:00:00.000,1.36578,1.36607,1.36201,1.36244,2021-06-01 08:00:00+00:00
06.01.2021 09:00:00.000,1.36243,1.36454,1.36185,1.36442,2021-06-01 09:00:00+00:00
06.01.2021 10:00:00.000,1.3644,1.36707,1.36434,1.36554,2021-06-01 10:00:00+00:00
06.01.2021 11:00:00.000,1.3655,1.36659,1.36479,1.36479,2021-06-01 11:00:00+00:00
06.01.2021 12:00:00.000,1.36479,1.36538,1.36033,1.36154,2021-06-01 12:00:00+00:00
06.01.2021 13:00:00.000,1.36156,1.3629,1.35646,1.35648,2021-06-01 13:00:00+00:00
06.01.2021 14:00:00.000,1.35645,1.35903,1.35384,1.35784,2021-06-01 14:00:00+00:00
06.01.2021 15:00:00.000,1.35783,1.35898,1.35476,1.35507,2021-06-01 15:00:00+00:00
06.01.2021 16:00:00.000,1.35507,1.35952,1.35402,1.35902,2021-06-01 16:00:00+00:00
06.01.2021 17:00:00.000,1.35902,1.36066,1.35882,1.36046,2021-06-01 17:00:00+00:00
06.01.2021 18:00:00.000,1.36047,1.36194,1.3602,1.36163,2021-06-01 18:00:00+00:00
06.01.2021 19:00:00.000,1.36164,1.36182,1.35957,1.35983,2021-06-01 19:00:00+00:00
06.01.2021 20:00:00.000,1.35986,1.3626,1.35976,1.36086,2021-06-01 20:00:00+00:00
06.01.2021 21:00:00.000,1.36086,1.36156,1.36049,1.36078,2021-06-01 21:00:00+00:00
06.01.2021 22:00:00.000,1.36065,1.36143,1.35998,1.36071,2021-06-01 22:00:00+00:00
06.01.2021 23:00:00.000,1.36092,1.36266,1.36043,1.36234,2021-06-01 23:00:00+00:00
07.01.2021 00:00:00.000,1.36234,1.3633,1.36152,1.36225,2021-07-01 00:00:00+00:00
07.01.2021 01:00:00.000,1.36226,1.36289,1.36167,1.36196,2021-07-01 01:00:00+00:00
07.01.2021 02:00:00.000,1.36194,1.36203,1.35722,1.35885,2021-07-01 02:00:00+00:00
07.01.2021 03:00:00.000,1.35884,1.36014,1.35861,1.36008,2021-07-01 03:00:00+00:00
07.01.2021 04:00:00.000,1.36008,1.36089,1.35962,1.35973,2021-07-01 04:00:00+00:00
07.01.2021 05:00:00.000,1.35973,1.35985,1.3583,1.3584,2021-07-01 05:00:00+00:00
07.01.2021 06:00:00.000,1.35841,1.35934,1.35768,1.35898,2021-07-01 06:00:00+00:00
07.01.2021 07:00:00.000,1.35897,1.35996,1.35642,1.35805,2021-07-01 07:00:00+00:00
07.01.2021 08:00:00.000,1.35802,1.36266,1.35694,1.36076,2021-07-01 08:00:00+00:00
07.01.2021 09:00:00.000,1.36079,1.36163,1.35897,1.3594,2021-07-01 09:00:00+00:00
07.01.2021 10:00:00.000,1.35941,1.36071,1.35622,1.35686,2021-07-01 10:00:00+00:00
07.01.2021 11:00:00.000,1.35685,1.35918,1.35643,1.35677,2021-07-01 11:00:00+00:00
07.01.2021 12:00:00.000,1.35677,1.36094,1.35567,1.36039,2021-07-01 12:00:00+00:00
07.01.2021 13:00:00.000,1.36041,1.36129,1.35833,1.35879,2021-07-01 13:00:00+00:00
07.01.2021 14:00:00.000,1.35878,1.36032,1.35627,1.35643,2021-07-01 14:00:00+00:00
07.01.2021 15:00:00.000,1.3564,1.35737,1.35364,1.35492,2021-07-01 15:00:00+00:00
07.01.2021 16:00:00.000,1.35487,1.35689,1.35428,1.35486,2021-07-01 16:00:00+00:00
07.01.2021 17:00:00.000,1.35487,1.35584,1.35325,1.35482,2021-07-01 17:00:00+00:00
07.01.2021 18:00:00.000,1.3548,1.35718,1.3548,1.35717,2021-07-01 18:00:00+00:00
07.01.2021 19:00:00.000,1.35714,1.35776,1.35621,1.35703,2021-07-01 19:00:00+00:00
07.01.2021 20:00:00.000,1.35704,1.35729,1.35566,1.35662,2021-07-01 20:00:00+00:00
07.01.2021 21:00:00.000,1.35661,1.35702,1.35599,1.35611,2021-07-01 21:00:00+00:00
07.01.2021 22:00:00.000,1.35625,1.35668,1.35588,1.35602,2021-07-01 22:00:00+00:00
07.01.2021 23:00:00.000,1.35614,1.35698,1.35588,1.35684,2021-07-01 23:00:00+00:00
08.01.2021 00:00:00.000,1.35683,1.3572,1.35578,1.356,2021-08-01 00:00:00+00:00
08.01.2021 01:00:00.000,1.35602,1.35612,1.35378,1.35527,2021-08-01 01:00:00+00:00
08.01.2021 02:00:00.000,1.3553,1.35638,1.35464,1.35636,2021-08-01 02:00:00+00:00
08.01.2021 03:00:00.000,1.35638,1.35693,1.35595,1.35625,2021-08-01 03:00:00+00:00
08.01.2021 04:00:00.000,1.35625,1.35625,1.35557,1.35594,2021-08-01 04:00:00+00:00
08.01.2021 05:00:00.000,1.35595,1.35704,1.35591,1.356,2021-08-01 05:00:00+00:00
08.01.2021 06:00:00.000,1.35599,1.35761,1.35586,1.3573,2021-08-01 06:00:00+00:00
08.01.2021 07:00:00.000,1.3573,1.35881,1.35702,1.35774,2021-08-01 07:00:00+00:00
08.01.2021 08:00:00.000,1.35775,1.35854,1.35573,1.35803,2021-08-01 08:00:00+00:00
08.01.2021 09:00:00.000,1.35807,1.3602,1.35722,1.36003,2021-08-01 09:00:00+00:00
08.01.2021 10:00:00.000,1.36002,1.3605,1.35804,1.35834,2021-08-01 10:00:00+00:00
08.01.2021 11:00:00.000,1.35832,1.36008,1.35809,1.35927,2021-08-01 11:00:00+00:00
08.01.2021 12:00:00.000,1.35927,1.36072,1.35849,1.36005,2021-08-01 12:00:00+00:00
08.01.2021 13:00:00.000,1.36008,1.36259,1.35743,1.36193,2021-08-01 13:00:00+00:00
08.01.2021 14:00:00.000,1.36193,1.36356,1.358,1.35841,2021-08-01 14:00:00+00:00
08.01.2021 15:00:00.000,1.35839,1.35934,1.35475,1.359,2021-08-01 15:00:00+00:00
08.01.2021 16:00:00.000,1.359,1.35992,1.35648,1.35822,2021-08-01 16:00:00+00:00
08.01.2021 17:00:00.000,1.35822,1.35866,1.35712,1.35791,2021-08-01 17:00:00+00:00
08.01.2021 18:00:00.000,1.3579,1.3579,1.35428,1.35532,2021-08-01 18:00:00+00:00
08.01.2021 19:00:00.000,1.3553,1.35708,1.35527,1.3563,2021-08-01 19:00:00+00:00
08.01.2021 20:00:00.000,1.3563,1.35693,1.35593,1.35622,2021-08-01 20:00:00+00:00
08.01.2021 21:00:00.000,1.35621,1.35649,1.35521,1.35621,2021-08-01 21:00:00+00:00
08.01.2021 22:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-08-01 22:00:00+00:00
08.01.2021 23:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-08-01 23:00:00+00:00
09.01.2021 00:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-09-01 00:00:00+00:00
09.01.2021 01:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-09-01 01:00:00+00:00
09.01.2021 02:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-09-01 02:00:00+00:00
09.01.2021 03:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-09-01 03:00:00+00:00
09.01.2021 04:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-09-01 04:00:00+00:00
09.01.2021 05:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-09-01 05:00:00+00:00
09.01.2021 06:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-09-01 06:00:00+00:00
09.01.2021 07:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-09-01 07:00:00+00:00
09.01.2021 08:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-09-01 08:00:00+00:00
09.01.2021 09:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-09-01 09:00:00+00:00
09.01.2021 10:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-09-01 10:00:00+00:00
09.01.2021 11:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-09-01 11:00:00+00:00
09.01.2021 12:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-09-01 12:00:00+00:00
09.01.2021 13:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-09-01 13:00:00+00:00
09.01.2021 14:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-09-01 14:00:00+00:00
09.01.2021 15:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-09-01 15:00:00+00:00
09.01.2021 16:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-09-01 16:00:00+00:00
09.01.2021 17:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-09-01 17:00:00+00:00
09.01.2021 18:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-09-01 18:00:00+00:00
09.01.2021 19:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-09-01 19:00:00+00:00
09.01.2021 20:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-09-01 20:00:00+00:00
09.01.2021 21:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-09-01 21:00:00+00:00
09.01.2021 22:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-09-01 22:00:00+00:00
09.01.2021 23:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-09-01 23:00:00+00:00
10.01.2021 00:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-10-01 00:00:00+00:00
10.01.2021 01:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-10-01 01:00:00+00:00
10.01.2021 02:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-10-01 02:00:00+00:00
10.01.2021 03:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-10-01 03:00:00+00:00
10.01.2021 04:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-10-01 04:00:00+00:00
10.01.2021 05:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-10-01 05:00:00+00:00
10.01.2021 06:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-10-01 06:00:00+00:00
10.01.2021 07:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-10-01 07:00:00+00:00
10.01.2021 08:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-10-01 08:00:00+00:00
10.01.2021 09:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-10-01 09:00:00+00:00
10.01.2021 10:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-10-01 10:00:00+00:00
10.01.2021 11:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-10-01 11:00:00+00:00
10.01.2021 12:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-10-01 12:00:00+00:00
10.01.2021 13:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-10-01 13:00:00+00:00
10.01.2021 14:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-10-01 14:00:00+00:00
10.01.2021 15:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-10-01 15:00:00+00:00
10.01.2021 16:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-10-01 16:00:00+00:00
10.01.2021 17:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-10-01 17:00:00+00:00
10.01.2021 18:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-10-01 18:00:00+00:00
10.01.2021 19:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-10-01 19:00:00+00:00
10.01.2021 20:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-10-01 20:00:00+00:00
10.01.2021 21:00:00.000,1.35621,1.35621,1.35621,1.35621,2021-10-01 21:00:00+00:00
10.01.2021 22:00:00.000,1.35588,1.35697,1.35505,1.3558,2021-10-01 22:00:00+00:00
10.01.2021 23:00:00.000,1.35582,1.35654,1.35095,1.35182,2021-10-01 23:00:00+00:00
11.01.2021 00:00:00.000,1.35181,1.35289,1.35154,1.35263,2021-11-01 00:00:00+00:00
11.01.2021 01:00:00.000,1.35261,1.35272,1.35051,1.35087,2021-11-01 01:00:00+00:00
11.01.2021 02:00:00.000,1.35087,1.35157,1.34956,1.35156,2021-11-01 02:00:00+00:00
11.01.2021 03:00:00.000,1.35157,1.35158,1.35005,1.35047,2021-11-01 03:00:00+00:00
11.01.2021 04:00:00.000,1.35049,1.35085,1.34914,1.34984,2021-11-01 04:00:00+00:00
11.01.2021 05:00:00.000,1.34982,1.35017,1.34924,1.35004,2021-11-01 05:00:00+00:00
11.01.2021 06:00:00.000,1.35006,1.35132,1.3493,1.3512,2021-11-01 06:00:00+00:00
11.01.2021 07:00:00.000,1.35115,1.35129,1.34824,1.34828,2021-11-01 07:00:00+00:00
11.01.2021 08:00:00.000,1.34827,1.35092,1.34822,1.35089,2021-11-01 08:00:00+00:00
11.01.2021 09:00:00.000,1.3509,1.35155,1.34915,1.34923,2021-11-01 09:00:00+00:00
11.01.2021 10:00:00.000,1.34923,1.35022,1.34852,1.34962,2021-11-01 10:00:00+00:00
11.01.2021 11:00:00.000,1.34961,1.35023,1.34835,1.34853,2021-11-01 11:00:00+00:00
11.01.2021 12:00:00.000,1.34854,1.3488,1.3464,1.34807,2021-11-01 12:00:00+00:00
11.01.2021 13:00:00.000,1.34806,1.34826,1.34579,1.34645,2021-11-01 13:00:00+00:00
11.01.2021 14:00:00.000,1.34647,1.34851,1.34503,1.34557,2021-11-01 14:00:00+00:00
11.01.2021 15:00:00.000,1.34555,1.34954,1.34518,1.34859,2021-11-01 15:00:00+00:00
11.01.2021 16:00:00.000,1.34858,1.35258,1.34783,1.35205,2021-11-01 16:00:00+00:00
11.01.2021 17:00:00.000,1.35204,1.35303,1.35185,1.35253,2021-11-01 17:00:00+00:00
11.01.2021 18:00:00.000,1.3525,1.35293,1.35211,1.35242,2021-11-01 18:00:00+00:00
11.01.2021 19:00:00.000,1.35243,1.35347,1.35232,1.35254,2021-11-01 19:00:00+00:00
11.01.2021 20:00:00.000,1.35252,1.35265,1.35162,1.35198,2021-11-01 20:00:00+00:00
11.01.2021 21:00:00.000,1.35198,1.35217,1.35086,1.35102,2021-11-01 21:00:00+00:00
11.01.2021 22:00:00.000,1.35094,1.35177,1.35067,1.35067,2021-11-01 22:00:00+00:00
11.01.2021 23:00:00.000,1.35068,1.35276,1.35067,1.35225,2021-11-01 23:00:00+00:00
12.01.2021 00:00:00.000,1.35225,1.35262,1.351,1.35193,2021-12-01 00:00:00+00:00
12.01.2021 01:00:00.000,1.35197,1.35301,1.3504,1.35228,2021-12-01 01:00:00+00:00
12.01.2021 02:00:00.000,1.35227,1.35279,1.35157,1.35231,2021-12-01 02:00:00+00:00
12.01.2021 03:00:00.000,1.35235,1.35268,1.35199,1.35212,2021-12-01 03:00:00+00:00
12.01.2021 04:00:00.000,1.35211,1.35261,1.35154,1.3524,2021-12-01 04:00:00+00:00
12.01.2021 05:00:00.000,1.3524,1.35447,1.35198,1.35431,2021-12-01 05:00:00+00:00
12.01.2021 06:00:00.000,1.3543,1.35581,1.35376,1.3554,2021-12-01 06:00:00+00:00
12.01.2021 07:00:00.000,1.35539,1.35677,1.35459,1.35528,2021-12-01 07:00:00+00:00
12.01.2021 08:00:00.000,1.35528,1.35575,1.35383,1.35539,2021-12-01 08:00:00+00:00
12.01.2021 09:00:00.000,1.35537,1.36063,1.35423,1.36022,2021-12-01 09:00:00+00:00
12.01.2021 10:00:00.000,1.36027,1.3605,1.35754,1.35758,2021-12-01 10:00:00+00:00
12.01.2021 11:00:00.000,1.35756,1.36038,1.35756,1.35865,2021-12-01 11:00:00+00:00
12.01.2021 12:00:00.000,1.3587,1.36021,1.35813,1.35952,2021-12-01 12:00:00+00:00
12.01.2021 13:00:00.000,1.35954,1.36017,1.35801,1.35867,2021-12-01 13:00:00+00:00
12.01.2021 14:00:00.000,1.35866,1.36055,1.35804,1.36,2021-12-01 14:00:00+00:00
12.01.2021 15:00:00.000,1.35998,1.36315,1.35897,1.36172,2021-12-01 15:00:00+00:00
12.01.2021 16:00:00.000,1.36172,1.36356,1.36153,1.36352,2021-12-01 16:00:00+00:00
12.01.2021 17:00:00.000,1.3635,1.36369,1.36199,1.36241,2021-12-01 17:00:00+00:00
12.01.2021 18:00:00.000,1.36244,1.36479,1.36209,1.36405,2021-12-01 18:00:00+00:00
12.01.2021 19:00:00.000,1.36408,1.36673,1.36395,1.36635,2021-12-01 19:00:00+00:00
12.01.2021 20:00:00.000,1.36634,1.36682,1.36573,1.36651,2021-12-01 20:00:00+00:00
12.01.2021 21:00:00.000,1.36651,1.367,1.3662,1.36628,2021-12-01 21:00:00+00:00
12.01.2021 22:00:00.000,1.36625,1.36646,1.36577,1.36622,2021-12-01 22:00:00+00:00
12.01.2021 23:00:00.000,1.36621,1.36685,1.3661,1.36664,2021-12-01 23:00:00+00:00
13.01.2021 00:00:00.000,1.36665,1.36796,1.36664,1.36693,2021-01-13 00:00:00+00:00
13.01.2021 01:00:00.000,1.36692,1.36827,1.36664,1.36787,2021-01-13 01:00:00+00:00
13.01.2021 02:00:00.000,1.36785,1.36847,1.36769,1.36803,2021-01-13 02:00:00+00:00
