id,datetime,currency,event,impact,actual,actual_unit,forecast,forecast_unit,previous,previous_unit,previous_revised
119994,2021-01-14 00:01:00+00:00,GBP,RICS House Price Balance,Low Impact Expected,65.0,unit_percentage,61.0,unit_percentage,66.0,unit_percentage,False
121227,2021-01-14 14:30:00+00:00,GBP,CB Leading Index m/m,Low Impact Expected,-2.1,unit_percentage,,,-1.7,unit_percentage,True
120128,2021-01-15 07:00:00+00:00,GBP,Construction Output m/m,Low Impact Expected,1.9,unit_percentage,0.8,unit_percentage,1.5,unit_percentage,True
120126,2021-01-15 07:00:00+00:00,GBP,GDP m/m,Low Impact Expected,-2.6,unit_percentage,-4.6,unit_percentage,0.6,unit_percentage,True
120127,2021-01-15 07:00:00+00:00,GBP,Goods Trade Balance,Low Impact Expected,-16.0,unit_billion,-11.1,unit_billion,-13.3,unit_billion,True
120129,2021-01-15 07:00:00+00:00,GBP,Index of Services 3m/3m,Low Impact Expected,3.7,unit_percentage,2.5,unit_percentage,10.0,unit_percentage,True
120130,2021-01-15 07:00:00+00:00,GBP,Industrial Production m/m,Low Impact Expected,-0.1,unit_percentage,0.5,unit_percentage,1.1,unit_percentage,True
120131,2021-01-15 07:00:00+00:00,GBP,Manufacturing Production m/m,Low Impact Expected,0.7,unit_percentage,1.0,unit_percentage,1.6,unit_percentage,True
120198,2021-01-15 13:06:00+00:00,GBP,NIESR GDP Estimate,Low Impact Expected,0.9,unit_percentage,,,4.1,unit_percentage,True
119981,2021-01-18 00:01:00+00:00,GBP,Rightmove HPI m/m,Low Impact Expected,-0.9,unit_percentage,,,-0.6,unit_percentage,False
121523,2021-01-18 13:30:00+00:00,GBP,BOE Gov Bailey Speaks,Medium Impact Expected,,,,,,,
121524,2021-01-19 18:00:00+00:00,GBP,MPC Member Haldane Speaks,Low Impact Expected,,,,,,,
120031,2021-01-20 07:00:00+00:00,GBP,CPI y/y,Low Impact Expected,0.6,unit_percentage,0.5,unit_percentage,0.3,unit_percentage,False
120030,2021-01-20 07:00:00+00:00,GBP,Core CPI y/y,Low Impact Expected,1.4,unit_percentage,1.3,unit_percentage,1.1,unit_percentage,False
120034,2021-01-20 07:00:00+00:00,GBP,PPI Input m/m,Low Impact Expected,0.8,unit_percentage,0.8,unit_percentage,0.4,unit_percentage,True
120033,2021-01-20 07:00:00+00:00,GBP,PPI Output m/m,Low Impact Expected,0.3,unit_percentage,0.2,unit_percentage,0.3,unit_percentage,True
120032,2021-01-20 07:00:00+00:00,GBP,RPI y/y,Low Impact Expected,1.2,unit_percentage,1.2,unit_percentage,0.9,unit_percentage,False
120035,2021-01-20 09:30:00+00:00,GBP,HPI y/y,Low Impact Expected,7.6,unit_percentage,5.5,unit_percentage,5.9,unit_percentage,True
121525,2021-01-20 17:00:00+00:00,GBP,BOE Gov Bailey Speaks,High Impact Expected,,,,,,,
119855,2021-01-21 09:30:00+00:00,GBP,BOE Credit Conditions Survey,Low Impact Expected,,,,,,,
119842,2021-01-21 11:00:00+00:00,GBP,CBI Industrial Order Expectations,Low Impact Expected,-38.0,unit_none,-35.0,unit_none,-25.0,unit_none,False
119921,2021-01-22 00:01:00+00:00,GBP,GfK Consumer Confidence,Low Impact Expected,-28.0,unit_none,-30.0,unit_none,-26.0,unit_none,False
120114,2021-01-22 07:00:00+00:00,GBP,Public Sector Net Borrowing,Low Impact Expected,33.4,unit_billion,31.5,unit_billion,25.4,unit_billion,True
120102,2021-01-22 07:00:00+00:00,GBP,Retail Sales m/m,Medium Impact Expected,0.3,unit_percentage,1.4,unit_percentage,-4.1,unit_percentage,True
117111,2021-01-22 09:30:00+00:00,GBP,Flash Manufacturing PMI,Medium Impact Expected,52.9,unit_none,53.5,unit_none,57.5,unit_none,True
117110,2021-01-22 09:30:00+00:00,GBP,Flash Services PMI,Medium Impact Expected,38.8,unit_none,45.2,unit_none,49.4,unit_none,True
119933,2021-01-26 07:00:00+00:00,GBP,Average Earnings Index 3m/y,Low Impact Expected,3.6,unit_percentage,2.9,unit_percentage,2.8,unit_percentage,True
119934,2021-01-26 07:00:00+00:00,GBP,Claimant Count Change,Low Impact Expected,7.0,unit_thousand,47.5,unit_thousand,38.1,unit_thousand,True
119932,2021-01-26 07:00:00+00:00,GBP,Unemployment Rate,Low Impact Expected,5.0,unit_percentage,5.1,unit_percentage,4.9,unit_percentage,False
119829,2021-01-26 11:00:00+00:00,GBP,CBI Realized Sales,Low Impact Expected,-50.0,unit_none,-32.0,unit_none,-3.0,unit_none,False
119816,2021-01-26 11:34:00+00:00,GBP,30-y Bond Auction,Low Impact Expected,,unit_none,,,,unit_none,False
120019,2021-01-27 00:01:00+00:00,GBP,BRC Shop Price Index y/y,Low Impact Expected,-2.2,unit_percentage,,,-1.8,unit_percentage,False
116741,2021-02-01 09:30:00+00:00,GBP,Final Manufacturing PMI,Medium Impact Expected,54.1,unit_none,52.9,unit_none,52.9,unit_none,False
119461,2021-02-01 09:30:00+00:00,GBP,M4 Money Supply m/m,Low Impact Expected,0.7,unit_percentage,0.9,unit_percentage,0.8,unit_percentage,False
119460,2021-02-01 09:30:00+00:00,GBP,Mortgage Approvals,Low Impact Expected,103.0,unit_thousand,100.0,unit_thousand,105.0,unit_thousand,False
119459,2021-02-01 09:30:00+00:00,GBP,Net Lending to Individuals m/m,Low Impact Expected,4.6,unit_billion,4.3,unit_billion,4.3,unit_billion,True
119969,2021-02-02 06:59:00+00:00,GBP,Nationwide HPI m/m,Low Impact Expected,-0.3,unit_percentage,0.3,unit_percentage,0.9,unit_percentage,True
116824,2021-02-03 09:30:00+00:00,GBP,Final Services PMI,Medium Impact Expected,39.5,unit_none,38.8,unit_none,38.8,unit_none,False
119813,2021-02-03 10:06:00+00:00,GBP,10-y Bond Auction,Low Impact Expected,,unit_none,,,,unit_none,False
119818,2021-02-04 09:30:00+00:00,GBP,Construction PMI,Low Impact Expected,49.2,unit_none,53.0,unit_none,54.6,unit_none,False
119866,2021-02-04 12:00:00+00:00,GBP,Asset Purchase Facility,High Impact Expected,875.0,unit_billion,875.0,unit_billion,875.0,unit_billion,False
119863,2021-02-04 12:00:00+00:00,GBP,BOE Monetary Policy Report,High Impact Expected,,,,,,,
119868,2021-02-04 12:00:00+00:00,GBP,MPC Asset Purchase Facility Votes,High Impact Expected,,unit_none,,unit_none,,unit_none,False
119867,2021-02-04 12:00:00+00:00,GBP,MPC Official Bank Rate Votes,High Impact Expected,,unit_none,,unit_none,,unit_none,False
119865,2021-02-04 12:00:00+00:00,GBP,Monetary Policy Summary,High Impact Expected,,,,,,,
119864,2021-02-04 12:00:00+00:00,GBP,Official Bank Rate,High Impact Expected,0.1,unit_percentage,0.1,unit_percentage,0.1,unit_percentage,False
121575,2021-02-04 13:13:00+00:00,GBP,BOE Gov Bailey Speaks,High Impact Expected,,,,,,,
119493,2021-02-05 08:30:00+00:00,GBP,Halifax HPI m/m,Low Impact Expected,-0.3,unit_percentage,0.7,unit_percentage,0.0,unit_percentage,True
121577,2021-02-05 12:15:00+00:00,GBP,BOE Gov Bailey Speaks,High Impact Expected,,,,,,,
121570,2021-02-05 13:30:00+00:00,GBP,BOE Gov Bailey Speaks,Medium Impact Expected,,,,,,,
120007,2021-02-09 00:01:00+00:00,GBP,BRC Retail Sales Monitor y/y,Low Impact Expected,7.1,unit_percentage,5.4,unit_percentage,4.8,unit_percentage,False
121578,2021-02-10 17:00:00+00:00,GBP,BOE Gov Bailey Speaks,Medium Impact Expected,,,,,,,
119995,2021-02-11 00:01:00+00:00,GBP,RICS House Price Balance,Low Impact Expected,50.0,unit_percentage,60.0,unit_percentage,63.0,unit_percentage,True
120137,2021-02-12 07:00:00+00:00,GBP,Construction Output m/m,Low Impact Expected,-2.9,unit_percentage,0.5,unit_percentage,1.7,unit_percentage,True
121581,2021-02-12 07:00:00+00:00,GBP,GDP m/m,Low Impact Expected,1.2,unit_percentage,1.0,unit_percentage,-2.3,unit_percentage,True
120133,2021-02-12 07:00:00+00:00,GBP,Goods Trade Balance,Low Impact Expected,-14.3,unit_billion,-15.3,unit_billion,-14.8,unit_billion,True
120134,2021-02-12 07:00:00+00:00,GBP,Index of Services 3m/3m,Low Impact Expected,0.6,unit_percentage,0.0,unit_percentage,4.1,unit_percentage,True
120536,2021-02-12 07:00:00+00:00,GBP,Prelim Business Investment q/q,Low Impact Expected,1.3,unit_percentage,-1.4,unit_percentage,9.4,unit_percentage,True
120535,2021-02-12 07:00:00+00:00,GBP,Prelim GDP q/q,Medium Impact Expected,1.0,unit_percentage,0.5,unit_percentage,16.0,unit_percentage,True
120135,2021-02-12 07:03:00+00:00,GBP,Industrial Production m/m,Low Impact Expected,0.2,unit_percentage,0.5,unit_percentage,0.3,unit_percentage,True
120136,2021-02-12 07:03:00+00:00,GBP,Manufacturing Production m/m,Low Impact Expected,0.3,unit_percentage,0.7,unit_percentage,1.1,unit_percentage,True
120199,2021-02-12 12:56:00+00:00,GBP,NIESR GDP Estimate,Low Impact Expected,-2.5,unit_percentage,,,1.0,unit_percentage,True
119982,2021-02-15 00:01:00+00:00,GBP,Rightmove HPI m/m,Low Impact Expected,0.5,unit_percentage,,,-0.9,unit_percentage,False
121228,2021-02-16 14:30:00+00:00,GBP,CB Leading Index m/m,Low Impact Expected,-0.5,unit_percentage,,,-0.3,unit_percentage,True
120037,2021-02-17 07:00:00+00:00,GBP,CPI y/y,High Impact Expected,0.7,unit_percentage,0.6,unit_percentage,0.6,unit_percentage,False
120036,2021-02-17 07:00:00+00:00,GBP,Core CPI y/y,Low Impact Expected,1.4,unit_percentage,1.3,unit_percentage,1.4,unit_percentage,False
120040,2021-02-17 07:00:00+00:00,GBP,RPI y/y,Low Impact Expected,1.4,unit_percentage,1.3,unit_percentage,1.2,unit_percentage,False
120038,2021-02-17 07:03:00+00:00,GBP,PPI Input m/m,Low Impact Expected,0.7,unit_percentage,0.5,unit_percentage,1.2,unit_percentage,True
120039,2021-02-17 07:03:00+00:00,GBP,PPI Output m/m,Low Impact Expected,0.4,unit_percentage,0.2,unit_percentage,0.2,unit_percentage,True
120041,2021-02-17 09:30:00+00:00,GBP,HPI y/y,Low Impact Expected,8.5,unit_percentage,7.5,unit_percentage,7.1,unit_percentage,True
121586,2021-02-17 16:00:00+00:00,GBP,MPC Member Ramsden Speaks,Low Impact Expected,,,,,,,
121587,2021-02-18 11:00:00+00:00,GBP,MPC Member Saunders Speaks,Low Impact Expected,,,,,,,
119922,2021-02-19 00:01:00+00:00,GBP,GfK Consumer Confidence,Low Impact Expected,-23.0,unit_none,-26.0,unit_none,-28.0,unit_none,False
120115,2021-02-19 07:00:00+00:00,GBP,Public Sector Net Borrowing,Low Impact Expected,8.0,unit_billion,22.0,unit_billion,26.1,unit_billion,True
120103,2021-02-19 07:00:00+00:00,GBP,Retail Sales m/m,High Impact Expected,-8.2,unit_percentage,-3.0,unit_percentage,0.4,unit_percentage,True
117104,2021-02-19 09:30:00+00:00,GBP,Flash Manufacturing PMI,Medium Impact Expected,54.9,unit_none,53.1,unit_none,54.1,unit_none,True
117105,2021-02-19 09:30:00+00:00,GBP,Flash Services PMI,High Impact Expected,49.7,unit_none,42.1,unit_none,39.5,unit_none,True
119841,2021-02-19 11:00:00+00:00,GBP,CBI Industrial Order Expectations,Low Impact Expected,-24.0,unit_none,-35.0,unit_none,-38.0,unit_none,False
121594,2021-02-19 12:00:00+00:00,GBP,MPC Member Vlieghe Speaks,Low Impact Expected,,,,,,,
119936,2021-02-23 07:00:00+00:00,GBP,Average Earnings Index 3m/y,Low Impact Expected,4.7,unit_percentage,4.1,unit_percentage,3.7,unit_percentage,True
119937,2021-02-23 07:00:00+00:00,GBP,Claimant Count Change,Medium Impact Expected,-20.0,unit_thousand,13.8,unit_thousand,-20.4,unit_thousand,True
119935,2021-02-23 07:00:00+00:00,GBP,Unemployment Rate,Low Impact Expected,5.1,unit_percentage,5.1,unit_percentage,5.0,unit_percentage,False
119814,2021-02-23 10:04:00+00:00,GBP,30-y Bond Auction,Low Impact Expected,,unit_none,,,,unit_none,False
119830,2021-02-23 11:00:00+00:00,GBP,CBI Realized Sales,Low Impact Expected,-45.0,unit_none,-39.0,unit_none,-50.0,unit_none,False
121597,2021-02-24 12:00:00+00:00,GBP,MPC Member Haldane Speaks,Low Impact Expected,,,,,,,
121607,2021-02-24 14:30:00+00:00,GBP,Monetary Policy Report Hearings,High Impact Expected,,,,,,,
121598,2021-02-26 12:30:00+00:00,GBP,MPC Member Ramsden Speaks,Low Impact Expected,,,,,,,
116746,2021-03-01 09:30:00+00:00,GBP,Final Manufacturing PMI,Medium Impact Expected,55.1,unit_none,54.9,unit_none,54.9,unit_none,False
119463,2021-03-01 09:30:00+00:00,GBP,M4 Money Supply m/m,Low Impact Expected,0.7,unit_percentage,0.8,unit_percentage,0.6,unit_percentage,True
119464,2021-03-01 09:30:00+00:00,GBP,Mortgage Approvals,Low Impact Expected,99.0,unit_thousand,100.0,unit_thousand,103.0,unit_thousand,False
119462,2021-03-01 09:32:00+00:00,GBP,Net Lending to Individuals m/m,Low Impact Expected,2.8,unit_billion,3.3,unit_billion,4.5,unit_billion,True
119970,2021-03-02 07:00:00+00:00,GBP,Nationwide HPI m/m,Low Impact Expected,0.7,unit_percentage,-0.3,unit_percentage,-0.2,unit_percentage,True
120018,2021-03-03 00:01:00+00:00,GBP,BRC Shop Price Index y/y,Low Impact Expected,-2.4,unit_percentage,,,-2.2,unit_percentage,False
116829,2021-03-03 09:30:00+00:00,GBP,Final Services PMI,Low Impact Expected,49.5,unit_none,49.7,unit_none,49.7,unit_none,False
119853,2021-03-03 12:35:00+00:00,GBP,Annual Budget Release,High Impact Expected,,,,,,,
121617,2021-03-03 16:00:00+00:00,GBP,MPC Member Tenreyro Speaks,Medium Impact Expected,,,,,,,
119819,2021-03-04 09:30:00+00:00,GBP,Construction PMI,Low Impact Expected,53.3,unit_none,51.1,unit_none,49.2,unit_none,False
119811,2021-03-04 10:04:00+00:00,GBP,10-y Bond Auction,Low Impact Expected,,unit_none,,,,unit_none,False
119494,2021-03-05 08:30:00+00:00,GBP,Halifax HPI m/m,Low Impact Expected,-0.1,unit_percentage,-0.1,unit_percentage,-0.4,unit_percentage,True
121620,2021-03-05 14:00:00+00:00,GBP,MPC Member Haskel Speaks,Low Impact Expected,,,,,,,
121626,2021-03-08 10:00:00+00:00,GBP,BOE Gov Bailey Speaks,High Impact Expected,,,,,,,
120008,2021-03-09 00:01:00+00:00,GBP,BRC Retail Sales Monitor y/y,Low Impact Expected,9.5,unit_percentage,6.5,unit_percentage,7.1,unit_percentage,False
119996,2021-03-11 00:01:00+00:00,GBP,RICS House Price Balance,Low Impact Expected,52.0,unit_percentage,46.0,unit_percentage,49.0,unit_percentage,True
120138,2021-03-12 07:00:00+00:00,GBP,Construction Output m/m,Low Impact Expected,0.9,unit_percentage,-1.0,unit_percentage,-2.9,unit_percentage,False
120139,2021-03-12 07:00:00+00:00,GBP,GDP m/m,Low Impact Expected,-2.9,unit_percentage,-4.9,unit_percentage,1.2,unit_percentage,False
120140,2021-03-12 07:00:00+00:00,GBP,Goods Trade Balance,Low Impact Expected,-9.8,unit_billion,-12.2,unit_billion,-14.3,unit_billion,False
120143,2021-03-12 07:00:00+00:00,GBP,Index of Services 3m/3m,Low Impact Expected,-2.4,unit_percentage,-3.3,unit_percentage,0.6,unit_percentage,False
120142,2021-03-12 07:00:00+00:00,GBP,Industrial Production m/m,Low Impact Expected,-1.5,unit_percentage,-0.9,unit_percentage,0.2,unit_percentage,False
120141,2021-03-12 07:00:00+00:00,GBP,Manufacturing Production m/m,Low Impact Expected,-2.3,unit_percentage,-1.0,unit_percentage,0.3,unit_percentage,False
119917,2021-03-12 09:32:00+00:00,GBP,Consumer Inflation Expectations,Low Impact Expected,2.7,unit_percentage,,,2.7,unit_percentage,False
120200,2021-03-12 13:06:00+00:00,GBP,NIESR GDP Estimate,Low Impact Expected,-2.0,unit_percentage,,,-1.7,unit_percentage,True
119983,2021-03-15 00:01:00+00:00,GBP,Rightmove HPI m/m,Low Impact Expected,0.8,unit_percentage,,,0.5,unit_percentage,False
121229,2021-03-15 13:30:00+00:00,GBP,CB Leading Index m/m,Low Impact Expected,-0.4,unit_percentage,,,-0.5,unit_percentage,False
121638,2021-03-18 11:00:00+00:00,GBP,MPC Member Cunliffe Speaks,Low Impact Expected,,,,,,,
119869,2021-03-18 12:00:00+00:00,GBP,Asset Purchase Facility,Low Impact Expected,875.0,unit_billion,875.0,unit_billion,875.0,unit_billion,False
119872,2021-03-18 12:00:00+00:00,GBP,MPC Asset Purchase Facility Votes,Medium Impact Expected,,unit_none,,unit_none,,unit_none,False
119873,2021-03-18 12:00:00+00:00,GBP,MPC Official Bank Rate Votes,High Impact Expected,,unit_none,,unit_none,,unit_none,False
119871,2021-03-18 12:00:00+00:00,GBP,Monetary Policy Summary,High Impact Expected,,,,,,,
119870,2021-03-18 12:00:00+00:00,GBP,Official Bank Rate,High Impact Expected,0.1,unit_percentage,0.1,unit_percentage,0.1,unit_percentage,False
121634,2021-03-18 12:30:00+00:00,GBP,MPC Member Haldane Speaks,Low Impact Expected,,,,,,,
119923,2021-03-19 00:01:00+00:00,GBP,GfK Consumer Confidence,Low Impact Expected,-16.0,unit_none,-20.0,unit_none,-23.0,unit_none,False
120116,2021-03-19 07:00:00+00:00,GBP,Public Sector Net Borrowing,Low Impact Expected,18.4,unit_billion,20.0,unit_billion,2.4,unit_billion,True
121639,2021-03-19 13:00:00+00:00,GBP,MPC Member Cunliffe Speaks,Low Impact Expected,,,,,,,
119940,2021-03-23 07:00:00+00:00,GBP,Average Earnings Index 3m/y,Low Impact Expected,4.8,unit_percentage,4.9,unit_percentage,4.7,unit_percentage,False
119939,2021-03-23 07:00:00+00:00,GBP,Claimant Count Change,Low Impact Expected,86.6,unit_thousand,9.0,unit_thousand,-20.8,unit_thousand,True
119938,2021-03-23 07:00:00+00:00,GBP,Unemployment Rate,Low Impact Expected,5.0,unit_percentage,5.2,unit_percentage,5.1,unit_percentage,False
121645,2021-03-23 08:40:00+00:00,GBP,MPC Member Haldane Speaks,Low Impact Expected,,,,,,,
121631,2021-03-23 09:55:00+00:00,GBP,MPC Member Cunliffe Speaks,Low Impact Expected,,,,,,,
119812,2021-03-23 10:05:00+00:00,GBP,30-y Bond Auction,Low Impact Expected,,unit_none,,,,unit_none,False
119843,2021-03-23 11:00:00+00:00,GBP,CBI Industrial Order Expectations,Low Impact Expected,-5.0,unit_none,-20.0,unit_none,-24.0,unit_none,False
121646,2021-03-23 11:50:00+00:00,GBP,BOE Gov Bailey Speaks,Medium Impact Expected,,,,,,,
120042,2021-03-24 07:00:00+00:00,GBP,CPI y/y,Medium Impact Expected,0.4,unit_percentage,0.8,unit_percentage,0.7,unit_percentage,False
120043,2021-03-24 07:00:00+00:00,GBP,Core CPI y/y,Low Impact Expected,0.9,unit_percentage,1.4,unit_percentage,1.4,unit_percentage,False
120045,2021-03-24 07:00:00+00:00,GBP,PPI Input m/m,Low Impact Expected,0.6,unit_percentage,0.6,unit_percentage,1.0,unit_percentage,True
120046,2021-03-24 07:00:00+00:00,GBP,PPI Output m/m,Low Impact Expected,0.6,unit_percentage,0.3,unit_percentage,0.8,unit_percentage,True
120044,2021-03-24 07:00:00+00:00,GBP,RPI y/y,Low Impact Expected,1.4,unit_percentage,1.6,unit_percentage,1.4,unit_percentage,False
117118,2021-03-24 09:30:00+00:00,GBP,Flash Manufacturing PMI,Medium Impact Expected,57.9,unit_none,55.0,unit_none,55.1,unit_none,True
117119,2021-03-24 09:30:00+00:00,GBP,Flash Services PMI,Medium Impact Expected,56.8,unit_none,51.1,unit_none,49.5,unit_none,True
120047,2021-03-24 09:30:00+00:00,GBP,HPI y/y,Low Impact Expected,7.5,unit_percentage,8.4,unit_percentage,8.0,unit_percentage,True
121656,2021-03-25 09:30:00+00:00,GBP,BOE Gov Bailey Speaks,Medium Impact Expected,,,,,,,
119831,2021-03-25 11:00:00+00:00,GBP,CBI Realized Sales,Low Impact Expected,-45.0,unit_none,-36.0,unit_none,-45.0,unit_none,False
120104,2021-03-26 07:00:00+00:00,GBP,Retail Sales m/m,Medium Impact Expected,2.1,unit_percentage,2.2,unit_percentage,-8.2,unit_percentage,False
119916,2021-03-26 09:00:00+00:00,GBP,FPC Meeting Minutes,Low Impact Expected,,,,,,,
119915,2021-03-26 09:00:00+00:00,GBP,FPC Statement,Low Impact Expected,,,,,,,
121678,2021-03-26 12:00:00+00:00,GBP,MPC Member Saunders Speaks,Medium Impact Expected,,,,,,,
121679,2021-03-26 16:45:00+00:00,GBP,MPC Member Tenreyro Speaks,Low Impact Expected,,,,,,,
116361,2021-03-28 01:00:00+00:00,GBP,Daylight Saving Time Shift,Non-Economic,,,,,,,
119465,2021-03-29 08:30:00+00:00,GBP,M4 Money Supply m/m,Low Impact Expected,0.8,unit_percentage,0.6,unit_percentage,0.7,unit_percentage,False
119466,2021-03-29 08:30:00+00:00,GBP,Mortgage Approvals,Low Impact Expected,88.0,unit_thousand,95.0,unit_thousand,97.0,unit_thousand,True
119467,2021-03-29 08:32:00+00:00,GBP,Net Lending to Individuals m/m,Low Impact Expected,4.9,unit_billion,3.6,unit_billion,2.6,unit_billion,True
120020,2021-03-30 23:01:00+00:00,GBP,BRC Shop Price Index y/y,Low Impact Expected,-2.4,unit_percentage,,,-2.4,unit_percentage,False
120523,2021-03-31 06:00:00+00:00,GBP,Current Account,Low Impact Expected,-26.3,unit_billion,-34.8,unit_billion,-14.3,unit_billion,True
120524,2021-03-31 06:00:00+00:00,GBP,Final GDP q/q,Medium Impact Expected,1.3,unit_percentage,1.0,unit_percentage,1.0,unit_percentage,False
119971,2021-03-31 06:00:00+00:00,GBP,Nationwide HPI m/m,Low Impact Expected,-0.2,unit_percentage,0.4,unit_percentage,0.7,unit_percentage,False
120525,2021-03-31 06:00:00+00:00,GBP,Revised Business Investment q/q,Low Impact Expected,5.9,unit_percentage,1.3,unit_percentage,1.3,unit_percentage,False
116748,2021-04-01 08:30:00+00:00,GBP,Final Manufacturing PMI,Low Impact Expected,58.9,unit_none,57.9,unit_none,57.9,unit_none,False
121130,2021-04-02 00:00:00+00:00,GBP,Bank Holiday,Non-Economic,,,,,,,
121131,2021-04-05 00:00:00+00:00,GBP,Bank Holiday,Non-Economic,,,,,,,
116836,2021-04-07 08:30:00+00:00,GBP,Final Services PMI,Low Impact Expected,56.3,unit_none,56.8,unit_none,56.8,unit_none,False
119997,2021-04-07 23:01:00+00:00,GBP,RICS House Price Balance,Low Impact Expected,59.0,unit_percentage,55.0,unit_percentage,54.0,unit_percentage,True
119820,2021-04-08 08:30:00+00:00,GBP,Construction PMI,Low Impact Expected,61.7,unit_none,55.0,unit_none,53.3,unit_none,False
116407,2021-04-08 08:30:00+00:00,GBP,Housing Equity Withdrawal q/q,Low Impact Expected,0.2,unit_billion,-1.5,unit_billion,-6.8,unit_billion,True
119809,2021-04-08 09:07:00+00:00,GBP,10-y Bond Auction,Low Impact Expected,,unit_none,,,,unit_none,False
119495,2021-04-09 07:30:00+00:00,GBP,Halifax HPI m/m,Low Impact Expected,1.1,unit_percentage,0.3,unit_percentage,0.0,unit_percentage,True
119859,2021-04-09 11:00:00+00:00,GBP,BOE Quarterly Bulletin,Low Impact Expected,,,,,,,
121700,2021-04-12 13:00:00+00:00,GBP,MPC Member Tenreyro Speaks,Low Impact Expected,,,,,,,
120009,2021-04-12 23:01:00+00:00,GBP,BRC Retail Sales Monitor y/y,Low Impact Expected,20.3,unit_percentage,11.9,unit_percentage,9.5,unit_percentage,False
120149,2021-04-13 06:00:00+00:00,GBP,Construction Output m/m,Low Impact Expected,1.6,unit_percentage,0.5,unit_percentage,0.0,unit_percentage,True
120147,2021-04-13 06:00:00+00:00,GBP,GDP m/m,Low Impact Expected,0.4,unit_percentage,0.5,unit_percentage,-2.2,unit_percentage,True
120148,2021-04-13 06:00:00+00:00,GBP,Goods Trade Balance,Low Impact Expected,-16.4,unit_billion,-10.4,unit_billion,-12.6,unit_billion,True
120145,2021-04-13 06:00:00+00:00,GBP,Index of Services 3m/3m,Low Impact Expected,-1.9,unit_percentage,-2.3,unit_percentage,-1.9,unit_percentage,True
120146,2021-04-13 06:00:00+00:00,GBP,Industrial Production m/m,Low Impact Expected,1.0,unit_percentage,0.5,unit_percentage,-1.8,unit_percentage,True
120144,2021-04-13 06:00:00+00:00,GBP,Manufacturing Production m/m,Low Impact Expected,1.3,unit_percentage,0.5,unit_percentage,-2.3,unit_percentage,False
120201,2021-04-13 12:28:00+00:00,GBP,NIESR GDP Estimate,Low Impact Expected,-1.5,unit_percentage,,,-1.6,unit_percentage,True
121703,2021-04-14 14:30:00+00:00,GBP,MPC Member Haskel Speaks,Low Impact Expected,,,,,,,
119856,2021-04-15 08:30:00+00:00,GBP,BOE Credit Conditions Survey,Low Impact Expected,,,,,,,
121230,2021-04-15 13:30:00+00:00,GBP,CB Leading Index m/m,Low Impact Expected,-0.4,unit_percentage,,,-0.5,unit_percentage,True
121708,2021-04-16 09:00:00+00:00,GBP,MPC Member Cunliffe Speaks,Low Impact Expected,,,,,,,
119984,2021-04-18 23:01:00+00:00,GBP,Rightmove HPI m/m,Low Impact Expected,2.1,unit_percentage,,,0.8,unit_percentage,False
119941,2021-04-20 06:00:00+00:00,GBP,Unemployment Rate,Low Impact Expected,4.9,unit_percentage,5.0,unit_percentage,5.0,unit_percentage,False
119942,2021-04-20 06:02:00+00:00,GBP,Average Earnings Index 3m/y,Low Impact Expected,4.5,unit_percentage,4.7,unit_percentage,4.8,unit_percentage,False
